DTH,HAS,current_yield,future_yield,image_num,target_dry,target_fresh,tray,pos
29,27,10,380,55,150,193,33,4
29,27,10,380,71,150,193,33,4
29,27,10,380,86,150,193,33,4
28,28,10,370,105,150,193,33,4
28,28,10,370,124,150,193,33,4
28,28,10,370,137,150,193,33,4
27,29,10,350,156,150,193,33,4
27,29,10,350,174,150,193,33,4
27,29,10,350,188,150,193,33,4
26,30,10,340,207,150,193,33,4
26,30,10,340,225,150,193,33,4
26,30,10,340,239,150,193,33,4
25,31,10,330,258,150,193,33,4
25,31,10,330,276,150,193,33,4
25,31,10,330,290,150,193,33,4
24,32,10,310,309,150,193,33,4
24,32,10,310,327,150,193,33,4
24,32,10,310,341,150,193,33,4
23,33,10,300,359,150,193,33,4
23,33,10,300,377,150,193,33,4
23,33,10,300,392,150,193,33,4
22,34,10,280,410,150,193,33,4
22,34,10,280,423,150,193,33,4
22,34,10,280,437,150,193,33,4
22,34,10,280,443,150,193,33,4
21,35,10,270,460,150,193,33,4
21,35,10,270,478,150,193,33,4
21,35,10,270,494,150,193,33,4
20,36,10,250,512,150,193,33,4
20,36,10,250,530,150,193,33,4
20,36,10,250,545,150,193,33,4
19,37,10,240,563,150,193,33,4
19,37,10,240,581,150,193,33,4
19,37,10,240,596,150,193,33,4
18,38,10,220,614,150,193,33,4
18,38,10,220,632,150,193,33,4
18,38,10,220,647,150,193,33,4
17,39,10,210,665,150,193,33,4
17,39,10,210,683,150,193,33,4
17,39,10,210,698,150,193,33,4
16,40,10,190,716,150,193,33,4
16,40,10,190,734,150,193,33,4
16,40,10,190,749,150,193,33,4
15,41,10,180,767,150,193,33,4
15,41,10,180,785,150,193,33,4
15,41,10,180,800,150,193,33,4
14,42,10,160,818,150,193,33,4
14,42,10,160,836,150,193,33,4
14,42,10,160,851,150,193,33,4
13,43,10,140,854,150,193,33,4
12,44,20,170,872,150,193,33,4
12,44,20,170,890,150,193,33,4
12,44,20,170,902,150,193,33,4
11,45,20,160,920,150,193,33,4
11,45,30,190,938,150,193,33,4
11,45,30,190,953,150,193,33,4
10,46,40,180,971,150,193,33,4
10,46,40,180,989,150,193,33,4
10,46,40,180,1004,150,193,33,4
9,47,50,170,1022,150,193,33,4
9,47,50,170,1040,150,193,33,4
9,47,60,180,1055,150,193,33,4
8,48,70,170,1073,150,193,33,4
8,48,70,170,1091,150,193,33,4
8,48,70,170,1106,150,193,33,4
7,49,80,160,1124,150,193,33,4
7,49,90,170,1142,150,193,33,4
7,49,90,170,1157,150,193,33,4
6,50,100,160,1175,150,193,33,4
6,50,100,160,1193,150,193,33,4
6,50,110,170,1208,150,193,33,4
5,51,120,160,1226,150,193,33,4
5,51,130,170,1244,150,193,33,4
5,51,140,180,1259,150,193,33,4
4,52,140,160,1277,150,193,33,4
4,52,150,170,1295,150,193,33,4
4,52,170,190,1310,150,193,33,4
3,53,160,170,1325,150,193,33,4
3,53,180,190,1352,150,193,33,4
2,54,190,190,1386,150,193,33,4
2,54,190,190,1408,150,193,33,4
2,54,190,190,1421,150,193,33,4
1,55,160,140,1441,150,193,33,4
1,55,190,180,1461,150,193,33,4
1,55,190,180,1472,150,193,33,4
0,56,200,170,1492,150,193,33,4
0,56,200,170,1511,150,193,33,4
0,56,200,170,1523,150,193,33,4
34,22,10,450,1,270,680.4,33,5
33,23,10,440,9,270,680.4,33,5
33,23,10,440,10,270,680.4,33,5
33,23,10,440,29,270,680.4,33,5
32,24,10,430,36,270,680.4,33,5
32,24,10,430,55,270,680.4,33,5
32,24,10,430,71,270,680.4,33,5
31,25,10,410,86,270,680.4,33,5
31,25,10,410,105,270,680.4,33,5
31,25,10,410,124,270,680.4,33,5
30,26,10,400,137,270,680.4,33,5
30,26,10,400,156,270,680.4,33,5
30,26,10,400,174,270,680.4,33,5
29,27,10,380,188,270,680.4,33,5
29,27,10,380,207,270,680.4,33,5
29,27,10,380,225,270,680.4,33,5
28,28,10,370,239,270,680.4,33,5
28,28,10,370,258,270,680.4,33,5
28,28,10,370,276,270,680.4,33,5
27,29,10,350,290,270,680.4,33,5
27,29,10,350,309,270,680.4,33,5
27,29,10,350,327,270,680.4,33,5
26,30,10,340,341,270,680.4,33,5
26,30,10,340,359,270,680.4,33,5
26,30,10,340,377,270,680.4,33,5
25,31,10,330,392,270,680.4,33,5
25,31,10,330,410,270,680.4,33,5
25,31,10,330,423,270,680.4,33,5
25,31,10,330,437,270,680.4,33,5
24,32,10,310,443,270,680.4,33,5
24,32,10,310,460,270,680.4,33,5
24,32,10,310,478,270,680.4,33,5
23,33,10,300,494,270,680.4,33,5
23,33,10,300,512,270,680.4,33,5
23,33,10,300,530,270,680.4,33,5
22,34,10,280,545,270,680.4,33,5
22,34,10,280,563,270,680.4,33,5
22,34,10,280,581,270,680.4,33,5
21,35,10,270,596,270,680.4,33,5
21,35,10,270,614,270,680.4,33,5
21,35,10,270,632,270,680.4,33,5
20,36,10,250,647,270,680.4,33,5
20,36,10,250,665,270,680.4,33,5
20,36,10,250,683,270,680.4,33,5
19,37,10,240,698,270,680.4,33,5
19,37,10,240,716,270,680.4,33,5
19,37,10,240,734,270,680.4,33,5
18,38,10,220,749,270,680.4,33,5
18,38,10,220,767,270,680.4,33,5
18,38,10,220,785,270,680.4,33,5
17,39,10,210,800,270,680.4,33,5
17,39,10,210,818,270,680.4,33,5
17,39,10,210,836,270,680.4,33,5
16,40,10,190,851,270,680.4,33,5
15,41,10,180,854,270,680.4,33,5
15,41,10,180,872,270,680.4,33,5
15,41,10,180,890,270,680.4,33,5
14,42,10,160,902,270,680.4,33,5
14,42,20,210,920,270,680.4,33,5
14,42,20,210,938,270,680.4,33,5
13,43,30,220,953,270,680.4,33,5
13,43,30,220,971,270,680.4,33,5
13,43,40,240,989,270,680.4,33,5
12,44,40,220,1004,270,680.4,33,5
12,44,50,240,1022,270,680.4,33,5
12,44,50,240,1040,270,680.4,33,5
11,45,50,220,1055,270,680.4,33,5
11,45,70,240,1073,270,680.4,33,5
11,45,70,240,1091,270,680.4,33,5
10,46,80,220,1106,270,680.4,33,5
10,46,100,240,1124,270,680.4,33,5
10,46,100,240,1142,270,680.4,33,5
9,47,110,230,1157,270,680.4,33,5
9,47,120,240,1175,270,680.4,33,5
9,47,120,240,1193,270,680.4,33,5
8,48,140,240,1208,270,680.4,33,5
8,48,150,250,1226,270,680.4,33,5
8,48,160,260,1244,270,680.4,33,5
7,49,180,250,1259,270,680.4,33,5
7,49,190,260,1277,270,680.4,33,5
7,49,190,260,1295,270,680.4,33,5
6,50,210,270,1310,270,680.4,33,5
6,50,200,260,1325,270,680.4,33,5
6,50,210,270,1352,270,680.4,33,5
5,51,210,250,1386,270,680.4,33,5
5,51,220,260,1408,270,680.4,33,5
5,51,220,260,1421,270,680.4,33,5
4,52,200,230,1441,270,680.4,33,5
4,52,230,260,1461,270,680.4,33,5
4,52,220,250,1472,270,680.4,33,5
3,53,230,250,1492,270,680.4,33,5
3,53,230,250,1511,270,680.4,33,5
2,54,230,230,1523,270,680.4,33,5
2,54,230,230,1543,270,680.4,33,5
2,54,230,230,1563,270,680.4,33,5
2,54,230,230,1574,270,680.4,33,5
1,55,240,230,1594,270,680.4,33,5
1,55,240,230,1614,270,680.4,33,5
1,55,240,230,1625,270,680.4,33,5
0,56,240,220,1645,270,680.4,33,5
0,56,250,230,1665,270,680.4,33,5
0,56,240,220,1676,270,680.4,33,5
26,30,10,340,1,10,190.3,33,6
26,30,10,340,9,10,190.3,33,6
25,31,10,330,10,10,190.3,33,6
25,31,10,330,29,10,190.3,33,6
25,31,10,330,36,10,190.3,33,6
24,32,10,310,55,10,190.3,33,6
24,32,10,310,71,10,190.3,33,6
24,32,10,310,86,10,190.3,33,6
23,33,10,300,105,10,190.3,33,6
23,33,10,300,124,10,190.3,33,6
23,33,10,300,137,10,190.3,33,6
22,34,10,280,156,10,190.3,33,6
22,34,10,280,174,10,190.3,33,6
22,34,10,280,188,10,190.3,33,6
21,35,10,270,207,10,190.3,33,6
21,35,10,270,225,10,190.3,33,6
21,35,10,270,239,10,190.3,33,6
20,36,10,250,258,10,190.3,33,6
20,36,10,250,276,10,190.3,33,6
20,36,10,250,290,10,190.3,33,6
19,37,10,240,309,10,190.3,33,6
19,37,10,240,327,10,190.3,33,6
19,37,10,240,341,10,190.3,33,6
18,38,10,220,359,10,190.3,33,6
18,38,10,220,377,10,190.3,33,6
18,38,10,220,392,10,190.3,33,6
17,39,10,210,410,10,190.3,33,6
17,39,10,210,423,10,190.3,33,6
17,39,10,210,437,10,190.3,33,6
17,39,10,210,443,10,190.3,33,6
16,40,10,190,460,10,190.3,33,6
16,40,10,190,478,10,190.3,33,6
16,40,10,190,494,10,190.3,33,6
15,41,10,180,512,10,190.3,33,6
15,41,10,180,530,10,190.3,33,6
15,41,10,180,545,10,190.3,33,6
14,42,10,160,563,10,190.3,33,6
14,42,10,160,581,10,190.3,33,6
14,42,10,160,596,10,190.3,33,6
13,43,10,140,614,10,190.3,33,6
13,43,10,140,632,10,190.3,33,6
13,43,10,140,647,10,190.3,33,6
12,44,10,130,665,10,190.3,33,6
12,44,10,130,683,10,190.3,33,6
11,45,10,110,698,10,190.3,33,6
11,45,10,110,716,10,190.3,33,6
11,45,10,110,734,10,190.3,33,6
11,45,10,110,749,10,190.3,33,6
34,22,10,450,1,230,639.3,33,7
33,23,10,440,9,230,639.3,33,7
33,23,10,440,10,230,639.3,33,7
33,23,10,440,29,230,639.3,33,7
32,24,10,430,36,230,639.3,33,7
32,24,10,430,55,230,639.3,33,7
32,24,10,430,71,230,639.3,33,7
31,25,10,410,86,230,639.3,33,7
31,25,10,410,105,230,639.3,33,7
31,25,10,410,124,230,639.3,33,7
30,26,10,400,137,230,639.3,33,7
30,26,10,400,156,230,639.3,33,7
30,26,10,400,174,230,639.3,33,7
29,27,10,380,188,230,639.3,33,7
29,27,10,380,207,230,639.3,33,7
29,27,10,380,225,230,639.3,33,7
28,28,10,370,239,230,639.3,33,7
28,28,10,370,258,230,639.3,33,7
28,28,10,370,276,230,639.3,33,7
27,29,10,350,290,230,639.3,33,7
27,29,10,350,309,230,639.3,33,7
27,29,10,350,327,230,639.3,33,7
26,30,10,340,341,230,639.3,33,7
26,30,10,340,359,230,639.3,33,7
26,30,10,340,377,230,639.3,33,7
25,31,10,330,392,230,639.3,33,7
25,31,10,330,410,230,639.3,33,7
25,31,10,330,423,230,639.3,33,7
25,31,10,330,437,230,639.3,33,7
24,32,10,310,443,230,639.3,33,7
24,32,10,310,460,230,639.3,33,7
24,32,10,310,478,230,639.3,33,7
23,33,10,300,494,230,639.3,33,7
23,33,10,300,512,230,639.3,33,7
23,33,10,300,530,230,639.3,33,7
22,34,10,280,545,230,639.3,33,7
22,34,10,280,563,230,639.3,33,7
22,34,10,280,581,230,639.3,33,7
21,35,10,270,596,230,639.3,33,7
21,35,10,270,614,230,639.3,33,7
21,35,10,270,632,230,639.3,33,7
20,36,10,250,647,230,639.3,33,7
20,36,10,250,665,230,639.3,33,7
20,36,10,250,683,230,639.3,33,7
19,37,10,240,698,230,639.3,33,7
19,37,10,240,716,230,639.3,33,7
19,37,10,240,734,230,639.3,33,7
18,38,10,220,749,230,639.3,33,7
18,38,20,270,767,230,639.3,33,7
18,38,20,270,785,230,639.3,33,7
17,39,20,250,800,230,639.3,33,7
17,39,20,250,818,230,639.3,33,7
17,39,30,290,836,230,639.3,33,7
16,40,30,280,851,230,639.3,33,7
15,41,40,280,854,230,639.3,33,7
15,41,50,300,872,230,639.3,33,7
15,41,50,300,890,230,639.3,33,7
14,42,50,280,902,230,639.3,33,7
14,42,60,290,920,230,639.3,33,7
14,42,60,290,938,230,639.3,33,7
13,43,60,270,953,230,639.3,33,7
13,43,70,280,971,230,639.3,33,7
13,43,70,280,989,230,639.3,33,7
12,44,80,270,1004,230,639.3,33,7
12,44,90,280,1022,230,639.3,33,7
12,44,90,280,1040,230,639.3,33,7
11,45,90,260,1055,230,639.3,33,7
11,45,110,270,1073,230,639.3,33,7
11,45,110,270,1091,230,639.3,33,7
10,46,120,260,1106,230,639.3,33,7
10,46,130,270,1124,230,639.3,33,7
10,46,130,270,1142,230,639.3,33,7
9,47,150,270,1157,230,639.3,33,7
9,47,160,280,1175,230,639.3,33,7
9,47,170,290,1193,230,639.3,33,7
8,48,170,270,1208,230,639.3,33,7
8,48,190,280,1226,230,639.3,33,7
8,48,190,280,1244,230,639.3,33,7
7,49,190,260,1259,230,639.3,33,7
7,49,200,270,1277,230,639.3,33,7
7,49,200,270,1295,230,639.3,33,7
6,50,210,270,1310,230,639.3,33,7
6,50,210,270,1325,230,639.3,33,7
6,50,210,270,1352,230,639.3,33,7
5,51,210,250,1386,230,639.3,33,7
5,51,210,250,1408,230,639.3,33,7
5,51,210,250,1421,230,639.3,33,7
4,52,220,250,1441,230,639.3,33,7
4,52,230,260,1461,230,639.3,33,7
4,52,240,270,1472,230,639.3,33,7
3,53,240,260,1492,230,639.3,33,7
3,53,250,270,1511,230,639.3,33,7
2,54,240,240,1523,230,639.3,33,7
2,54,230,230,1543,230,639.3,33,7
2,54,230,230,1563,230,639.3,33,7
2,54,240,240,1574,230,639.3,33,7
1,55,250,240,1594,230,639.3,33,7
1,55,250,240,1614,230,639.3,33,7
1,55,260,250,1625,230,639.3,33,7
0,56,260,240,1645,230,639.3,33,7
0,56,260,240,1665,230,639.3,33,7
0,56,250,230,1676,230,639.3,33,7
24,32,10,310,1,3,23.9,33,8
23,33,10,300,9,3,23.9,33,8
23,33,10,300,10,3,23.9,33,8
22,34,20,330,29,3,23.9,33,8
22,34,10,280,36,3,23.9,33,8
22,34,30,370,55,3,23.9,33,8
22,34,10,280,71,3,23.9,33,8
21,35,10,270,86,3,23.9,33,8
21,35,10,270,105,3,23.9,33,8
20,36,10,250,124,3,23.9,33,8
20,36,10,250,137,3,23.9,33,8
20,36,10,250,156,3,23.9,33,8
20,36,10,250,174,3,23.9,33,8
19,37,10,240,188,3,23.9,33,8
19,37,10,240,207,3,23.9,33,8
19,37,10,240,225,3,23.9,33,8
18,38,10,220,239,3,23.9,33,8
18,38,10,220,258,3,23.9,33,8
18,38,10,220,276,3,23.9,33,8
17,39,10,210,290,3,23.9,33,8
17,39,10,210,309,3,23.9,33,8
17,39,10,210,327,3,23.9,33,8
16,40,10,190,341,3,23.9,33,8
16,40,10,190,359,3,23.9,33,8
16,40,10,190,377,3,23.9,33,8
15,41,10,180,392,3,23.9,33,8
34,22,10,450,1,320,820.8,33,9
33,23,10,440,9,320,820.8,33,9
33,23,10,440,10,320,820.8,33,9
33,23,20,480,29,320,820.8,33,9
32,24,10,430,36,320,820.8,33,9
32,24,10,430,55,320,820.8,33,9
32,24,10,430,71,320,820.8,33,9
31,25,10,410,86,320,820.8,33,9
31,25,10,410,105,320,820.8,33,9
31,25,10,410,124,320,820.8,33,9
30,26,10,400,137,320,820.8,33,9
30,26,10,400,156,320,820.8,33,9
30,26,10,400,174,320,820.8,33,9
29,27,10,380,188,320,820.8,33,9
29,27,10,380,207,320,820.8,33,9
29,27,10,380,225,320,820.8,33,9
28,28,10,370,239,320,820.8,33,9
28,28,10,370,258,320,820.8,33,9
28,28,10,370,276,320,820.8,33,9
27,29,10,350,290,320,820.8,33,9
27,29,10,350,309,320,820.8,33,9
27,29,10,350,327,320,820.8,33,9
26,30,10,340,341,320,820.8,33,9
26,30,10,340,359,320,820.8,33,9
26,30,10,340,377,320,820.8,33,9
25,31,10,330,392,320,820.8,33,9
25,31,10,330,410,320,820.8,33,9
25,31,10,330,423,320,820.8,33,9
25,31,10,330,437,320,820.8,33,9
24,32,10,310,443,320,820.8,33,9
24,32,10,310,460,320,820.8,33,9
24,32,10,310,478,320,820.8,33,9
23,33,10,300,494,320,820.8,33,9
23,33,10,300,512,320,820.8,33,9
23,33,10,300,530,320,820.8,33,9
22,34,10,280,545,320,820.8,33,9
22,34,10,280,563,320,820.8,33,9
22,34,10,280,581,320,820.8,33,9
21,35,10,270,596,320,820.8,33,9
21,35,10,270,614,320,820.8,33,9
21,35,10,270,632,320,820.8,33,9
20,36,10,250,647,320,820.8,33,9
20,36,20,300,665,320,820.8,33,9
20,36,20,300,683,320,820.8,33,9
19,37,20,280,698,320,820.8,33,9
19,37,20,280,716,320,820.8,33,9
19,37,20,280,734,320,820.8,33,9
18,38,20,270,749,320,820.8,33,9
18,38,30,310,767,320,820.8,33,9
18,38,30,310,785,320,820.8,33,9
17,39,30,290,800,320,820.8,33,9
17,39,40,320,818,320,820.8,33,9
17,39,40,320,836,320,820.8,33,9
16,40,40,300,851,320,820.8,33,9
15,41,50,300,854,320,820.8,33,9
15,41,60,310,872,320,820.8,33,9
15,41,60,310,890,320,820.8,33,9
14,42,60,290,902,320,820.8,33,9
14,42,70,300,920,320,820.8,33,9
14,42,70,300,938,320,820.8,33,9
13,43,80,290,953,320,820.8,33,9
13,43,80,290,971,320,820.8,33,9
13,43,90,300,989,320,820.8,33,9
12,44,100,290,1004,320,820.8,33,9
12,44,100,290,1022,320,820.8,33,9
12,44,110,300,1040,320,820.8,33,9
11,45,120,280,1055,320,820.8,33,9
11,45,130,290,1073,320,820.8,33,9
11,45,140,300,1091,320,820.8,33,9
10,46,160,300,1106,320,820.8,33,9
10,46,170,310,1124,320,820.8,33,9
10,46,160,300,1142,320,820.8,33,9
9,47,180,300,1157,320,820.8,33,9
9,47,180,300,1175,320,820.8,33,9
9,47,180,300,1193,320,820.8,33,9
8,48,190,280,1208,320,820.8,33,9
8,48,190,280,1226,320,820.8,33,9
8,48,190,280,1244,320,820.8,33,9
7,49,200,270,1259,320,820.8,33,9
7,49,200,270,1277,320,820.8,33,9
7,49,200,270,1295,320,820.8,33,9
6,50,220,280,1310,320,820.8,33,9
6,50,220,280,1325,320,820.8,33,9
6,50,220,280,1352,320,820.8,33,9
5,51,230,270,1386,320,820.8,33,9
5,51,230,270,1408,320,820.8,33,9
5,51,250,290,1421,320,820.8,33,9
4,52,250,280,1441,320,820.8,33,9
4,52,260,290,1461,320,820.8,33,9
4,52,270,300,1472,320,820.8,33,9
3,53,270,290,1492,320,820.8,33,9
3,53,280,300,1511,320,820.8,33,9
2,54,290,300,1523,320,820.8,33,9
2,54,280,290,1543,320,820.8,33,9
2,54,280,290,1563,320,820.8,33,9
2,54,280,290,1574,320,820.8,33,9
1,55,280,270,1594,320,820.8,33,9
1,55,280,270,1614,320,820.8,33,9
1,55,280,270,1625,320,820.8,33,9
0,56,280,260,1645,320,820.8,33,9
0,56,270,250,1665,320,820.8,33,9
0,56,280,260,1676,320,820.8,33,9
27,29,10,350,1,90,118,33,10
27,29,10,350,9,90,118,33,10
26,30,10,340,10,90,118,33,10
26,30,10,340,29,90,118,33,10
26,30,10,340,36,90,118,33,10
25,31,10,330,55,90,118,33,10
25,31,10,330,71,90,118,33,10
25,31,10,330,86,90,118,33,10
24,32,10,310,105,90,118,33,10
24,32,10,310,124,90,118,33,10
24,32,10,310,137,90,118,33,10
23,33,10,300,156,90,118,33,10
23,33,10,300,174,90,118,33,10
23,33,10,300,188,90,118,33,10
22,34,10,280,207,90,118,33,10
22,34,10,280,225,90,118,33,10
22,34,10,280,239,90,118,33,10
21,35,10,270,258,90,118,33,10
21,35,10,270,276,90,118,33,10
21,35,10,270,290,90,118,33,10
20,36,10,250,309,90,118,33,10
20,36,10,250,327,90,118,33,10
20,36,10,250,341,90,118,33,10
19,37,10,240,359,90,118,33,10
19,37,10,240,377,90,118,33,10
19,37,10,240,392,90,118,33,10
18,38,10,220,410,90,118,33,10
18,38,10,220,423,90,118,33,10
18,38,10,220,437,90,118,33,10
18,38,10,220,443,90,118,33,10
17,39,10,210,460,90,118,33,10
17,39,10,210,478,90,118,33,10
17,39,10,210,494,90,118,33,10
16,40,10,190,512,90,118,33,10
16,40,10,190,530,90,118,33,10
16,40,10,190,545,90,118,33,10
15,41,10,180,563,90,118,33,10
15,41,10,180,581,90,118,33,10
15,41,10,180,596,90,118,33,10
14,42,10,160,614,90,118,33,10
14,42,10,160,632,90,118,33,10
14,42,10,160,647,90,118,33,10
13,43,10,140,665,90,118,33,10
13,43,10,140,683,90,118,33,10
12,44,10,130,698,90,118,33,10
12,44,10,130,716,90,118,33,10
12,44,10,130,734,90,118,33,10
12,44,10,130,749,90,118,33,10
11,45,10,110,767,90,118,33,10
11,45,10,110,785,90,118,33,10
11,45,10,110,800,90,118,33,10
10,46,10,100,818,90,118,33,10
10,46,10,100,836,90,118,33,10
9,47,10,80,851,90,118,33,10
8,48,10,70,854,90,118,33,10
8,48,10,70,872,90,118,33,10
8,48,10,70,890,90,118,33,10
8,48,10,70,902,90,118,33,10
7,49,20,80,920,90,118,33,10
7,49,20,80,938,90,118,33,10
7,49,20,80,953,90,118,33,10
6,50,20,70,971,90,118,33,10
6,50,20,70,989,90,118,33,10
6,50,30,90,1004,90,118,33,10
5,51,30,70,1022,90,118,33,10
5,51,40,80,1040,90,118,33,10
4,52,50,70,1055,90,118,33,10
4,52,50,70,1073,90,118,33,10
4,52,60,80,1091,90,118,33,10
4,52,70,90,1106,90,118,33,10
3,53,80,80,1124,90,118,33,10
3,53,80,80,1142,90,118,33,10
3,53,110,110,1157,90,118,33,10
2,54,110,100,1175,90,118,33,10
2,54,120,110,1193,90,118,33,10
2,54,140,130,1208,90,118,33,10
1,55,150,130,1226,90,118,33,10
1,55,150,130,1244,90,118,33,10
1,55,160,140,1259,90,118,33,10
0,56,170,140,1277,90,118,33,10
0,56,170,140,1295,90,118,33,10
0,56,170,140,1310,90,118,33,10
34,22,10,450,1,220,576.5,33,11
33,23,10,440,9,220,576.5,33,11
33,23,10,440,10,220,576.5,33,11
33,23,20,480,29,220,576.5,33,11
32,24,10,430,36,220,576.5,33,11
32,24,30,510,55,220,576.5,33,11
32,24,10,430,71,220,576.5,33,11
31,25,10,410,86,220,576.5,33,11
31,25,10,410,105,220,576.5,33,11
31,25,10,410,124,220,576.5,33,11
30,26,10,400,137,220,576.5,33,11
30,26,10,400,156,220,576.5,33,11
30,26,10,400,174,220,576.5,33,11
29,27,10,380,188,220,576.5,33,11
29,27,10,380,207,220,576.5,33,11
29,27,10,380,225,220,576.5,33,11
28,28,10,370,239,220,576.5,33,11
28,28,10,370,258,220,576.5,33,11
28,28,10,370,276,220,576.5,33,11
27,29,10,350,290,220,576.5,33,11
27,29,10,350,309,220,576.5,33,11
27,29,10,350,327,220,576.5,33,11
26,30,10,340,341,220,576.5,33,11
26,30,10,340,359,220,576.5,33,11
26,30,10,340,377,220,576.5,33,11
25,31,10,330,392,220,576.5,33,11
25,31,10,330,410,220,576.5,33,11
25,31,10,330,423,220,576.5,33,11
25,31,10,330,437,220,576.5,33,11
24,32,10,310,443,220,576.5,33,11
24,32,10,310,460,220,576.5,33,11
24,32,10,310,478,220,576.5,33,11
23,33,10,300,494,220,576.5,33,11
23,33,10,300,512,220,576.5,33,11
23,33,10,300,530,220,576.5,33,11
22,34,10,280,545,220,576.5,33,11
22,34,10,280,563,220,576.5,33,11
22,34,10,280,581,220,576.5,33,11
21,35,10,270,596,220,576.5,33,11
21,35,10,270,614,220,576.5,33,11
21,35,10,270,632,220,576.5,33,11
20,36,10,250,647,220,576.5,33,11
20,36,10,250,665,220,576.5,33,11
20,36,10,250,683,220,576.5,33,11
19,37,10,240,698,220,576.5,33,11
19,37,10,240,716,220,576.5,33,11
19,37,10,240,734,220,576.5,33,11
18,38,10,220,749,220,576.5,33,11
18,38,10,220,767,220,576.5,33,11
18,38,10,220,785,220,576.5,33,11
17,39,10,210,800,220,576.5,33,11
17,39,10,210,818,220,576.5,33,11
17,39,10,210,836,220,576.5,33,11
16,40,10,190,851,220,576.5,33,11
15,41,10,180,854,220,576.5,33,11
15,41,10,180,872,220,576.5,33,11
15,41,10,180,890,220,576.5,33,11
14,42,10,160,902,220,576.5,33,11
14,42,10,160,920,220,576.5,33,11
14,42,10,160,938,220,576.5,33,11
13,43,10,140,953,220,576.5,33,11
13,43,10,140,971,220,576.5,33,11
13,43,20,190,989,220,576.5,33,11
12,44,20,170,1004,220,576.5,33,11
12,44,30,200,1022,220,576.5,33,11
12,44,30,200,1040,220,576.5,33,11
11,45,40,200,1055,220,576.5,33,11
11,45,50,220,1073,220,576.5,33,11
11,45,50,220,1091,220,576.5,33,11
10,46,70,210,1106,220,576.5,33,11
10,46,80,220,1124,220,576.5,33,11
10,46,80,220,1142,220,576.5,33,11
9,47,100,220,1157,220,576.5,33,11
9,47,110,230,1175,220,576.5,33,11
9,47,120,240,1193,220,576.5,33,11
8,48,130,230,1208,220,576.5,33,11
8,48,140,240,1226,220,576.5,33,11
8,48,140,240,1244,220,576.5,33,11
7,49,150,230,1259,220,576.5,33,11
7,49,150,230,1277,220,576.5,33,11
7,49,160,240,1295,220,576.5,33,11
6,50,170,230,1310,220,576.5,33,11
6,50,170,230,1325,220,576.5,33,11
6,50,170,230,1352,220,576.5,33,11
5,51,170,210,1386,220,576.5,33,11
5,51,180,220,1408,220,576.5,33,11
5,51,180,220,1421,220,576.5,33,11
4,52,190,210,1441,220,576.5,33,11
4,52,190,210,1461,220,576.5,33,11
4,52,200,230,1472,220,576.5,33,11
3,53,210,220,1492,220,576.5,33,11
3,53,200,210,1511,220,576.5,33,11
2,54,210,210,1523,220,576.5,33,11
2,54,230,230,1543,220,576.5,33,11
2,54,230,230,1563,220,576.5,33,11
2,54,240,240,1574,220,576.5,33,11
1,55,240,230,1594,220,576.5,33,11
1,55,250,240,1614,220,576.5,33,11
1,55,260,250,1625,220,576.5,33,11
0,56,260,240,1645,220,576.5,33,11
0,56,270,250,1665,220,576.5,33,11
0,56,260,240,1676,220,576.5,33,11
27,29,10,350,1,100,133.4,33,12
27,29,10,350,9,100,133.4,33,12
26,30,10,340,10,100,133.4,33,12
26,30,10,340,29,100,133.4,33,12
26,30,10,340,36,100,133.4,33,12
25,31,10,330,55,100,133.4,33,12
25,31,10,330,71,100,133.4,33,12
25,31,10,330,86,100,133.4,33,12
24,32,10,310,105,100,133.4,33,12
24,32,10,310,124,100,133.4,33,12
24,32,10,310,137,100,133.4,33,12
23,33,10,300,156,100,133.4,33,12
23,33,10,300,174,100,133.4,33,12
23,33,10,300,188,100,133.4,33,12
22,34,10,280,207,100,133.4,33,12
22,34,10,280,225,100,133.4,33,12
22,34,10,280,239,100,133.4,33,12
21,35,10,270,258,100,133.4,33,12
21,35,10,270,276,100,133.4,33,12
21,35,10,270,290,100,133.4,33,12
20,36,10,250,309,100,133.4,33,12
20,36,10,250,327,100,133.4,33,12
20,36,10,250,341,100,133.4,33,12
19,37,10,240,359,100,133.4,33,12
19,37,10,240,377,100,133.4,33,12
19,37,10,240,392,100,133.4,33,12
18,38,10,220,410,100,133.4,33,12
18,38,10,220,423,100,133.4,33,12
18,38,10,220,437,100,133.4,33,12
18,38,10,220,443,100,133.4,33,12
17,39,10,210,460,100,133.4,33,12
17,39,10,210,478,100,133.4,33,12
17,39,10,210,494,100,133.4,33,12
16,40,10,190,512,100,133.4,33,12
16,40,10,190,530,100,133.4,33,12
16,40,10,190,545,100,133.4,33,12
15,41,10,180,563,100,133.4,33,12
15,41,10,180,581,100,133.4,33,12
15,41,10,180,596,100,133.4,33,12
14,42,10,160,614,100,133.4,33,12
14,42,10,160,632,100,133.4,33,12
14,42,10,160,647,100,133.4,33,12
13,43,10,140,665,100,133.4,33,12
13,43,10,140,683,100,133.4,33,12
12,44,10,130,698,100,133.4,33,12
12,44,10,130,716,100,133.4,33,12
12,44,20,170,734,100,133.4,33,12
12,44,20,170,749,100,133.4,33,12
11,45,20,160,767,100,133.4,33,12
11,45,20,160,785,100,133.4,33,12
11,45,20,160,800,100,133.4,33,12
10,46,30,170,818,100,133.4,33,12
