,DTH,HAS,current_yield,date,future_yield,image_num,name,pos,target_dry,target_fresh,tray
5333,10,46,130,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_2-4_1122.png,p-9,220,288.7,34
5435,3,53,40,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_2-5_1122.png,p-10,70,88.6,34
5517,10,46,50,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_3-1_1122.png,p-11,180,243.7,34
5619,3,53,80,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_3-2_1122.png,p-12,70,87.5,34
5701,10,46,170,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_3-3_1122.png,p-13,260,344.7,34
5867,10,46,120,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_3-5_1122.png,p-15,340,439.8,34
5969,7,49,90,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_4-1_1122.png,p-16,160,213,34
6062,10,46,120,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_4-2_1122.png,p-17,220,295.6,34
6212,10,46,170,2016-01-07:13-16-21,1,1122,PSI_Tray034_2016-01-07--13-16-21_top_4-4_1122.png,p-19,320,422.1,34
63,9,47,40,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_1-1_746.png,p-1,220,266,31
198,9,47,70,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_1-3_746.png,p-3,210,270.6,31
277,6,50,100,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_1-4_746.png,p-4,180,232,31
353,9,47,50,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_1-5_746.png,p-5,290,362.8,31
475,9,47,130,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_2-2_746.png,p-7,270,345.5,31
577,9,47,70,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_2-4_746.png,p-9,210,271.5,31
656,3,53,60,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_2-5_746.png,p-10,100,118,31
729,9,47,40,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_3-1_746.png,p-11,200,258.5,31
808,3,53,40,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_3-2_746.png,p-12,70,79,31
881,9,47,60,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_3-3_746.png,p-13,180,229.5,31
1016,9,47,30,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_3-5_746.png,p-15,180,231.8,31
1095,6,50,20,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_4-1_746.png,p-16,120,165,31
1171,9,47,140,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_4-2_746.png,p-17,330,414.8,31
1293,9,47,30,2016-01-07:17-23-56,1,743,PSI_Tray031_2016-01-07--17-23-56_top_4-4_746.png,p-19,140,172,31
1403,10,46,80,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_1-1_1142.png,p-1,270,674.3,32
1569,10,46,120,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_1-3_1142.png,p-3,260,738.5,32
1671,7,49,90,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_1-4_1142.png,p-4,160,209,32
1764,10,46,40,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_1-5_1142.png,p-5,230,583.2,32
1914,10,46,140,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_2-2_1142.png,p-7,280,734.3,32
2042,10,46,10,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_2-4_1142.png,p-9,110,277.1,32
2144,3,53,80,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_2-5_1142.png,p-10,110,132,32
2226,10,46,50,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_3-1_1142.png,p-11,190,549.6,32
2328,3,53,110,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_3-2_1142.png,p-12,100,120,32
2410,10,46,130,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_3-3_1142.png,p-13,250,637.4,32
2576,10,46,100,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_3-5_1142.png,p-15,250,637.2,32
2678,7,49,40,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_4-1_1142.png,p-16,130,176,32
2771,10,46,140,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_4-2_1142.png,p-17,270,688.8,32
2921,10,46,140,2016-01-07:17-24-51,1,1142,PSI_Tray032_2016-01-07--17-24-51_top_4-4_1142.png,p-19,320,727.2,32
3049,10,46,100,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_1-1_1142.png,p-1,280,752.3,33
3215,10,46,130,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_1-3_1142.png,p-3,290,803.4,33
3317,7,49,90,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_1-4_1142.png,p-4,150,193,33
3410,10,46,100,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_1-5_1142.png,p-5,270,680.4,33
3560,10,46,130,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_2-2_1142.png,p-7,230,639.3,33
3688,10,46,160,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_2-4_1142.png,p-9,320,820.8,33
3790,3,53,80,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_2-5_1142.png,p-10,90,118,33
3872,10,46,80,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_3-1_1142.png,p-11,220,576.5,33
3974,3,53,140,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_3-2_1142.png,p-12,100,133.4,33
4056,10,46,130,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_3-3_1142.png,p-13,260,713.7,33
4222,10,46,140,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_3-5_1142.png,p-15,320,729.6,33
4324,7,49,30,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_4-1_1142.png,p-16,120,157,33
4417,10,46,140,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_4-2_1142.png,p-17,280,701.6,33
4567,10,46,140,2016-01-07:17-25-49,1,1142,PSI_Tray033_2016-01-07--17-25-49_top_4-4_1142.png,p-19,290,804.2,33
4695,10,46,30,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_1-1_1140.png,p-1,170,235.3,34
4861,10,46,30,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_1-3_1140.png,p-3,130,182.6,34
4963,7,49,100,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_1-4_1140.png,p-4,150,184,34
5056,10,46,50,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_1-5_1140.png,p-5,200,262.8,34
5206,10,46,140,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_2-2_1140.png,p-7,240,317.5,34
5334,10,46,130,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_2-4_1140.png,p-9,220,288.7,34
5436,3,53,50,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_2-5_1140.png,p-10,70,88.6,34
5518,10,46,60,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_3-1_1140.png,p-11,180,243.7,34
5620,3,53,80,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_3-2_1140.png,p-12,70,87.5,34
5702,10,46,170,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_3-3_1140.png,p-13,260,344.7,34
5868,10,46,130,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_3-5_1140.png,p-15,340,439.8,34
5970,7,49,90,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_4-1_1140.png,p-16,160,213,34
6063,10,46,130,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_4-2_1140.png,p-17,220,295.6,34
6213,10,46,170,2016-01-07:17-26-43,1,1140,PSI_Tray034_2016-01-07--17-26-43_top_4-4_1140.png,p-19,320,422.1,34
64,9,47,50,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_1-1_748.png,p-1,220,266,31
199,9,47,80,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_1-3_748.png,p-3,210,270.6,31
278,6,50,110,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_1-4_748.png,p-4,180,232,31
354,9,47,60,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_1-5_748.png,p-5,290,362.8,31
476,9,47,140,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_2-2_748.png,p-7,270,345.5,31
578,9,47,90,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_2-4_748.png,p-9,210,271.5,31
657,2,54,70,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_2-5_748.png,p-10,100,118,31
730,9,47,50,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_3-1_748.png,p-11,200,258.5,31
809,2,54,50,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_3-2_748.png,p-12,70,79,31
882,9,47,70,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_3-3_748.png,p-13,180,229.5,31
1017,9,47,30,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_3-5_748.png,p-15,180,231.8,31
1096,6,50,20,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_4-1_748.png,p-16,120,165,31
1172,9,47,150,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_4-2_748.png,p-17,330,414.8,31
1294,9,47,30,2016-01-08:09-04-01,1,745,PSI_Tray031_2016-01-08--09-04-01_top_4-4_748.png,p-19,140,172,31
1404,9,47,90,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_1-1_1157.png,p-1,270,674.3,32
1570,9,47,140,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_1-3_1157.png,p-3,260,738.5,32
1672,7,49,100,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_1-4_1157.png,p-4,160,209,32
1765,9,47,40,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_1-5_1157.png,p-5,230,583.2,32
1915,9,47,160,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_2-2_1157.png,p-7,280,734.3,32
2043,9,47,10,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_2-4_1157.png,p-9,110,277.1,32
2145,3,53,100,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_2-5_1157.png,p-10,110,132,32
2227,9,47,60,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_3-1_1157.png,p-11,190,549.6,32
2329,3,53,120,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_3-2_1157.png,p-12,100,120,32
2411,9,47,150,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_3-3_1157.png,p-13,250,637.4,32
2577,9,47,120,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_3-5_1157.png,p-15,250,637.2,32
2679,7,49,50,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_4-1_1157.png,p-16,130,176,32
2772,9,47,150,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_4-2_1157.png,p-17,270,688.8,32
2922,9,47,160,2016-01-08:09-04-54,1,1157,PSI_Tray032_2016-01-08--09-04-54_top_4-4_1157.png,p-19,320,727.2,32
3050,9,47,110,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_1-1_1157.png,p-1,280,752.3,33
3216,9,47,140,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_1-3_1157.png,p-3,290,803.4,33
3318,7,49,90,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_1-4_1157.png,p-4,150,193,33
3411,9,47,110,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_1-5_1157.png,p-5,270,680.4,33
3561,9,47,150,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_2-2_1157.png,p-7,230,639.3,33
3689,9,47,180,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_2-4_1157.png,p-9,320,820.8,33
3791,3,53,110,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_2-5_1157.png,p-10,90,118,33
3873,9,47,100,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_3-1_1157.png,p-11,220,576.5,33
3975,3,53,150,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_3-2_1157.png,p-12,100,133.4,33
4057,9,47,150,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_3-3_1157.png,p-13,260,713.7,33
4223,9,47,170,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_3-5_1157.png,p-15,320,729.6,33
4325,7,49,40,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_4-1_1157.png,p-16,120,157,33
4418,9,47,150,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_4-2_1157.png,p-17,280,701.6,33
4568,9,47,150,2016-01-08:09-05-50,1,1157,PSI_Tray033_2016-01-08--09-05-50_top_4-4_1157.png,p-19,290,804.2,33
4696,9,47,30,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_1-1_1155.png,p-1,170,235.3,34
4862,9,47,30,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_1-3_1155.png,p-3,130,182.6,34
4964,7,49,110,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_1-4_1155.png,p-4,150,184,34
5057,9,47,70,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_1-5_1155.png,p-5,200,262.8,34
5207,9,47,140,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_2-2_1155.png,p-7,240,317.5,34
5335,9,47,140,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_2-4_1155.png,p-9,220,288.7,34
5437,3,53,60,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_2-5_1155.png,p-10,70,88.6,34
5519,9,47,60,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_3-1_1155.png,p-11,180,243.7,34
5621,3,53,90,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_3-2_1155.png,p-12,70,87.5,34
5703,9,47,180,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_3-3_1155.png,p-13,260,344.7,34
5869,9,47,150,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_3-5_1155.png,p-15,340,439.8,34
5971,7,49,100,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_4-1_1155.png,p-16,160,213,34
6064,9,47,140,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_4-2_1155.png,p-17,220,295.6,34
6214,9,47,180,2016-01-08:09-06-40,1,1155,PSI_Tray034_2016-01-08--09-06-40_top_4-4_1155.png,p-19,320,422.1,34
65,9,47,60,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_1-1_765.png,p-1,220,266,31
200,9,47,90,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_1-3_765.png,p-3,210,270.6,31
279,5,51,120,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_1-4_765.png,p-4,180,232,31
355,9,47,60,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_1-5_765.png,p-5,290,362.8,31
477,9,47,140,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_2-2_765.png,p-7,270,345.5,31
579,9,47,100,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_2-4_765.png,p-9,210,271.5,31
658,2,54,80,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_2-5_765.png,p-10,100,118,31
731,9,47,60,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_3-1_765.png,p-11,200,258.5,31
810,2,54,60,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_3-2_765.png,p-12,70,79,31
883,9,47,70,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_3-3_765.png,p-13,180,229.5,31
1018,9,47,40,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_3-5_765.png,p-15,180,231.8,31
1097,5,51,30,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_4-1_765.png,p-16,120,165,31
1173,9,47,150,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_4-2_765.png,p-17,330,414.8,31
1295,9,47,40,2016-01-08:13-14-40,1,762,PSI_Tray031_2016-01-08--13-14-40_top_4-4_765.png,p-19,140,172,31
1405,9,47,100,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_1-1_1175.png,p-1,270,674.3,32
1571,9,47,150,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_1-3_1175.png,p-3,260,738.5,32
1673,6,50,110,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_1-4_1175.png,p-4,160,209,32
1766,9,47,50,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_1-5_1175.png,p-5,230,583.2,32
1916,9,47,170,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_2-2_1175.png,p-7,280,734.3,32
2044,9,47,10,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_2-4_1175.png,p-9,110,277.1,32
2146,3,53,110,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_2-5_1175.png,p-10,110,132,32
2228,9,47,70,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_3-1_1175.png,p-11,190,549.6,32
2330,2,54,130,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_3-2_1175.png,p-12,100,120,32
2412,9,47,160,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_3-3_1175.png,p-13,250,637.4,32
2578,9,47,130,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_3-5_1175.png,p-15,250,637.2,32
2680,6,50,60,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_4-1_1175.png,p-16,130,176,32
2773,9,47,160,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_4-2_1175.png,p-17,270,688.8,32
2923,9,47,160,2016-01-08:13-15-34,1,1175,PSI_Tray032_2016-01-08--13-15-34_top_4-4_1175.png,p-19,320,727.2,32
3051,9,47,120,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_1-1_1175.png,p-1,280,752.3,33
3217,9,47,150,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_1-3_1175.png,p-3,290,803.4,33
3319,6,50,100,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_1-4_1175.png,p-4,150,193,33
3412,9,47,120,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_1-5_1175.png,p-5,270,680.4,33
3562,9,47,160,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_2-2_1175.png,p-7,230,639.3,33
3690,9,47,180,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_2-4_1175.png,p-9,320,820.8,33
3792,2,54,110,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_2-5_1175.png,p-10,90,118,33
3874,9,47,110,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_3-1_1175.png,p-11,220,576.5,33
3976,2,54,150,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_3-2_1175.png,p-12,100,133.4,33
4058,9,47,160,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_3-3_1175.png,p-13,260,713.7,33
4224,9,47,180,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_3-5_1175.png,p-15,320,729.6,33
4326,6,50,50,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_4-1_1175.png,p-16,120,157,33
4419,9,47,160,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_4-2_1175.png,p-17,280,701.6,33
4569,9,47,160,2016-01-08:13-16-31,1,1175,PSI_Tray033_2016-01-08--13-16-31_top_4-4_1175.png,p-19,290,804.2,33
4697,9,47,50,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_1-1_1173.png,p-1,170,235.3,34
4863,9,47,40,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_1-3_1173.png,p-3,130,182.6,34
4965,6,50,120,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_1-4_1173.png,p-4,150,184,34
5058,9,47,80,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_1-5_1173.png,p-5,200,262.8,34
5208,9,47,150,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_2-2_1173.png,p-7,240,317.5,34
5336,9,47,160,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_2-4_1173.png,p-9,220,288.7,34
5438,2,54,60,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_2-5_1173.png,p-10,70,88.6,34
5520,9,47,80,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_3-1_1173.png,p-11,180,243.7,34
5622,2,54,100,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_3-2_1173.png,p-12,70,87.5,34
5704,9,47,190,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_3-3_1173.png,p-13,260,344.7,34
5870,9,47,160,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_3-5_1173.png,p-15,340,439.8,34
5972,6,50,110,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_4-1_1173.png,p-16,160,213,34
6065,9,47,150,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_4-2_1173.png,p-17,220,295.6,34
6215,9,47,180,2016-01-08:13-17-22,1,1173,PSI_Tray034_2016-01-08--13-17-22_top_4-4_1173.png,p-19,320,422.1,34
66,8,48,50,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_1-1_782.png,p-1,220,266,31
201,8,48,90,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_1-3_782.png,p-3,210,270.6,31
280,5,51,120,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_1-4_782.png,p-4,180,232,31
356,8,48,70,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_1-5_782.png,p-5,290,362.8,31
478,8,48,140,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_2-2_782.png,p-7,270,345.5,31
580,8,48,90,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_2-4_782.png,p-9,210,271.5,31
659,2,54,90,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_2-5_782.png,p-10,100,118,31
732,8,48,60,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_3-1_782.png,p-11,200,258.5,31
811,2,54,60,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_3-2_782.png,p-12,70,79,31
884,8,48,80,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_3-3_782.png,p-13,180,229.5,31
1019,8,48,40,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_3-5_782.png,p-15,180,231.8,31
1098,5,51,30,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_4-1_782.png,p-16,120,165,31
1174,8,48,150,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_4-2_782.png,p-17,330,414.8,31
1296,8,48,40,2016-01-08:17-26-17,1,779,PSI_Tray031_2016-01-08--17-26-17_top_4-4_782.png,p-19,140,172,31
1406,9,47,100,2016-01-08:17-27-12,1,1193,PSI_Tray032_2016-01-08--17-27-12_top_1-1_1193.png,p-1,270,674.3,32
1572,9,47,150,2016-01-08:17-27-12,1,1193,PSI_Tray032_2016-01-08--17-27-12_top_1-3_1193.png,p-3,260,738.5,32
1674,6,50,110,2016-01-08:17-27-12,1,1193,PSI_Tray032_2016-01-08--17-27-12_top_1-4_1193.png,p-4,160,209,32
1767,9,47,50,2016-01-08:17-27-12,1,1193,PSI_Tray032_2016-01-08--17-27-12_top_1-5_1193.png,p-5,230,583.2,32
1917,9,47,170,2016-01-08:17-27-12,1,1193,PSI_Tray032_2016-01-08--17-27-12_top_2-2_1193.png,p-7,280,734.3,32
2045,9,47,20,2016-01-08:17-27-12,1,1193,PSI_Tray032_2016-01-08--17-27-12_top_2-4_1193.png,p-9,110,277.1,32
